label,text
Блок технического директора,"Российская Федерация Ямало-Ненецкий автономный округ Общество с ограниченной ответственностью РегионСпецТранс [ID] [LOCATION] [CONTACT] Р/счет [FINANCIAL_DATA] филиал Центральный Банка ВТБ (ПАО) г. Москвы ИНН/КПП [ID] E-mail: [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] от Техническому директору [ORGANIZATION] [PERSON] О выдаче технический условий на технологическое присоединение электроустановок Уважаемый [PERSON]! Между [ORGANIZATION] (далее - Исполнитель) и [ORGANIZATION] (далее - Заказчик) заключен договор No [DOCUMENT_NUMBER] от [DATE_TIME] на оказание транспортных услуг. Место базирования жилого городка вагон-городка Исполнителя - [LOCATION]. В соответствии с п. 9.3.1 Договора и п. 9.18. Технического задания к договору при наличии технической возможности подключения к электрической сети Заказчика, Заказчик предоставляет точку подключения к электрической сети, при этом Исполнитель обязан запросить у Заказчика технические условия на технологическое присоединение электроустановок Исполнителя к сети. На основании вышеизложенного прошу рассмотреть возможность подключения электрооборудования жилого вагон-городка Исполнителя к электрическим сетям Заказчика и при наличии такой возможности выдать технические условия. Планируемые к подключению энергопринимающие устройства в количестве [NUMBER] вагонов и надувной ангар. Запрашиваемая максимальная мощность - [FINANCIAL_DATA] В, [FINANCIAL_DATA] В. Приложения: 1. Заявка на технологическое присоединение энергопринимающих устройств - [NUMBER] л; 2. Схема жилого вагон-городка [ORGANIZATION] - [NUMBER] л. С уважением, И.о. генерального директора [PERSON]"
"Проект ""Трубопроводный транспорт Главного НГКМ""","[ORGANIZATION] ИНН [ID] КПП [ID] ОГРН [DOCUMENT_NUMBER] [LOCATION] тел. [CONTACT], факс [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] [OBJECT] Руководителю проекта [OBJECT] [PERSON] GPN-Zapolar@[CONTACT] Гарантийное письмо Уважаемый [PERSON]! Гарантирую не позднее [DATE_TIME] провести закупку и осуществить отгрузку следующих комплектующих согласно ведомости дефектов и замечаний после комплексного опробования блок-контейнера операторной [ID] зав.No [ID], поставленного на объект [OBJECT]. [RECONSTRUCTION] согласно Приложению No1 от [DATE_TIME] к Договору No ДП _[DOCUMENT_NUMBER]_[DOCUMENT_NUMBER]_[DOCUMENT_NUMBER] от [DATE_TIME]: No п.п. Наименование Кол-во Примечание1 [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] Комплектующие будут отгружены транспортной компанией [ORGANIZATION] по следующим реквизитам: Адрес доставки: [LOCATION]. Грузополучатель: [ORGANIZATION], ИНН [ID]/КПП [ID] для [ORGANIZATION] по поручению [ORGANIZATION]. Для объекта: [OBJECT]. [RECONSTRUCTION] (комплектующие согласно ведомости дефектов и замечаний после комплексного опробования блок-контейнера операторной [ID] зав.No [ID]). Генеральный директор [PERSON] Исп.: [PERSON] ([CONTACT]) доб. [NUMBER] [CONTACT]"
Блок деректора по газу,"Публичное акционерное общество [ORGANIZATION] (ПАО [ORGANIZATION]) Директору по газу [ORGANIZATION] [PERSON] Для корреспонденции: [LOCATION] тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION].ru [ID], [ID], [ID], [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О согласовании аванса на [OBJECT] Уважаемый [PERSON]! В ответ на обращение по вопросу оплаты аванса [ORGANIZATION] за комплексную поставку оборудования для проекта [OBJECT] с учетом предлагаемой поставщиком скидки сообщаем, что со стороны подразделения по газу и энергетике авансирование согласовано при условии предусмотренного финансирования на проект в [DATE_TIME]. С уважением, Заместитель начальника департамента по газу и энергетике [PERSON] [PERSON] ([CONTACT]), доб.[CONTACT]"
Блок директора по строительству,"[ORGANIZATION] [ADDRESS] Тел.: [CONTACT], http://www.[ORGANIZATION].ru, e-mail: [CONTACT] исх. [DOCUMENT_NUMBER] от [DATE_TIME] Начальнику отдела по строительству площадных объектов [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В ответ на Ваше письмо No[DOCUMENT_NUMBER] от [DATE_TIME] [ORGANIZATION] подтверждает свою готовность к заключению Договора на выполнение шеф-монтажных и пускналадочных работ оборудования: [SYSTEM] по объекту [OBJECT]. Куст скважин [NUMBER]. В рамках Вашего запроса направляем Вам калькуляцию затрат договорной цены, а также замечания к представленному Техническому заданию. С уважением, Технический директор [PERSON]"
Блок деректора по газу,"[ORGANIZATION] [ID] [LOCATION] ИНН [ID] КПП [ID] ОКПО [ID] телефон: [CONTACT] E-mail: [CONTACT] web: [WEBSITE] От [DATE_TIME] [ORGANIZATION] [PERSON] По видеоэндоскопу Видеоэндоскоп промышленный 10 HD, дисплей 10,1, зонд d6 мм L3 м, LASERTECH, заводской номер No [DOCUMENT_NUMBER] готов к отгрузке от производителя. Прошу организовать [DATE_TIME] транспортировку от адреса: [LOCATION], [ORGANIZATION], [PERSON] тел. [CONTACT] С уважением, [PERSON]"
"Проект ""Нефтяные краюшки""","[ORGANIZATION] [ORGANIZATION] [LOCATION] [DATE_TIME] [DOCUMENT_NUMBER] [PERSON] [CONTACT] [PERSON] [CONTACT] Уважаемый [PERSON]! По объекту [OBJECT] сообщаю, что информации по размещению шкафов НКУ и САУ АВО газа в блоке ЭС и САУ ГПА, направленной в адрес [ORGANIZATION] исх. [DOCUMENT_NUMBER] недостаточно. Прошу Вас предоставить недостающие данные: -Габаритные размеры и точки крепления шкафов НКУ и САУ АВО газа; -Количество и диаметры входящих в блок ЭС и САУ с поля кабелей (для учета проходок под шкафами); -Схемы подключения межшкафных соединений между шкафами НКУ и САУ АВО газа, а также перечень сигналов для подключения к шкафам НКУ и САУ ГПА. [PERSON] [PERSON] [CONTACT] Лист 1 Листов 1 Вх. No [FINANCIAL_DATA] от [DATE_TIME]"
Генеральный директор,"АКЦИОНЕРНОЕ ОБЩЕСТВО [ORGANIZATION] ИНН [ID] КПП [ID] [LOCATION] Деловой Дом [PERSON] [CONTACT] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Генеральному директору [PERSON] Уважаемый [PERSON]! Направляем в Ваш адрес обновленное коммерческое предложение по аренде офисных помещений для нужд [ORGANIZATION] в Деловом Доме [PERSON] ([LOCATION]). Прилагаемое предложение содержит условия, оговоренные сторонами на совместной встрече [DATE_TIME]. Скан образ приложения направлен в [TIME] [DATE_TIME] на адрес электронной почты: [CONTACT]. Приложение: - Коммерческое предложение. Генеральный директор [PERSON]"
Блок директора по мощностям,"[ORGANIZATION] филиал [LOCATION] - [OBJECT] [ORGANIZATION] [PERSON] [LOCATION], [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] привлечении водоперевозящей техники Уважаемый [PERSON]! В ответ на письмо No [DOCUMENT_NUMBER] от [DATE_TIME] г. сообщаем, что фактический комплект спецтехники на КП No5 ТЮ и КП No8 ТЮ соответствует ранее согласованному с [ORGANIZATION] оптимальному перевозу TC. В части исполнения п. 2.20 ТЗ необходимо отметить следующее: * Водозаборная скважина на КП No8 ТЮ признана безводной; * Водоснабжение КП No8 ТЮ из природных поверхностных источников длиной до 2000м невозможно, ввиду их отсутствия на данном участке местности. В связи с этим, просим Вас подтвердить привлечение дополнительной водоперевозящей техники с дальнейшей компенсацией затрат, по направлениям ранее расценкам. Приложение: Схема размещения планируемых площадок [OBJECT]. Директор филиала [PERSON] [PERSON] эл.почта: [CONTACT] Документ подписан электронной подписью Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME]"
Блок бизнес-директора,"[ORGANIZATION] НЕФТЬ Публичное акционерное общество [ORGANIZATION] нефть (ПАО [ORGANIZATION] нефть) Для корреспонденции: [LOCATION], [DATE_TIME] тел.: [CONTACT] факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION]-neft.ru [ID], [ID], [ID], [ID] на No** _**от** _** Об утверждении матрицы распределения ответственности Уважаемый [PERSON]! В ответ на Ваше письмо исх. Письмо от [DATE_TIME] No [DOCUMENT_NUMBER] сообщаем следующее: 1. Проработано распределение функционала и ответственности между производственными Блоками дочернего общества [ORGANIZATION] при реализации договора видеоаналитики, подготовлен проект матрицы для направлений видеоаналитики бурение и ТКРС (Приложение No1). 2. Согласно методологии УИД (СК-[CONTACT] Управление исполнением договорных обязательств при выполнении работ/услуг в Блоке разведки и добычи) за формирование команды реализации договора отвечает Руководитель дочернего общества. 3. Для организации эффективной работы по сопровождению реализации договоров видеоаналитики по направлениям бурение и ТКРС предлагаем Вам сформировать и утвердить приказ по [ORGANIZATION]-[OBJECT] на основе подготовленной матрицы (Приложение No1) Приложение: 1. Матрица распределения функционала и ответственности. С уважением, [PERSON] [PERSON]"
Блок директора по мощностям,"Исх. No121 от [DATE_TIME] Вх. No Уважаемый [PERSON]! Правительством [ORGANIZATION] и [ORGANIZATION] проводится активная работа по обеспечению технолого-технической независимости нефтегазовой отрасли Российской Федерации. В рамках этой деятельности [DATE_TIME] в [LOCATION] запланировано проведение второго Технологического саммита TNF Эффективные решения для нефтегаза. Мероприятие проходит при поддержке Министерства промышленности и торговли Российской Федерации и Правительства [ORGANIZATION]. На мероприятии соберутся ключевые специалисты участвующих компаний, таких как [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], [ORGANIZATION], сервисных компаний, научных институтов и предприятий нефтегазового машиностроения для обсуждения передовых технологий и оборудования, продемонстрируют новые и перспективные разработки в презентационной зоне Саммита. Учитывая высокий уровень компетенций и большой потенциал в развитии отрасли, приглашаю Вас принять участие в Технологическом саммите TNF Эффективные решения для нефтегаза в качестве участника дискуссионной сессии Жидкости за канализация и глушения в условиях АВПД: как управлять рисками в процессе глушения?. Ответ о принятом решении прошу направить в Программный комитет, [PERSON] тел.: [CONTACT], эл. почта: [CONTACT]. Буду рад видеть Вас в [LOCATION] нефтегазовой столице России! Приложение: информационные материалы о втором Технологическом саммите TNF Эффективные решения для нефтегаза в эл. виде. Генеральный директор Ассоциации Нефтегазовый кластер, руководитель Программного комитета [PERSON]"
Блок технического директора,"[ORGANIZATION] ОГРН: [ID], ИНН/КПП: [ID] РФ, [LOCATION], [CONTACT] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] О переносе суммы ставки [OBJECT] Техническому директору [PERSON] Уважаемый [PERSON]! [ORGANIZATION] в соответствии с Договором No[DOCUMENT_NUMBER] от [DATE_TIME] года оказывает услуги на территории [OBJECT] и [OBJECT]. Данным письмом информируем Вас, что [ORGANIZATION] в период с [DATE_TIME] по [DATE_TIME] осуществило мобилизацию оборудования и материалов для [OBJECT] [OBJECT]. В связи с изменением конъюнктуры рынка грузоперевозок и необходимостью осуществления оплаты перевозки контрагентам, просим Вас перенести [FINANCIAL_DATA] суммы ставки [OBJECT] [OBJECT] в сумму ставки [OBJECT] [OBJECT] с последующей оплатой выполненных работ после предоставления подтверждающих документов. С Уважением, Управляющий директор [PERSON]"
Блок директора по мощностям,"Общество с ограниченной ответственностью [ORGANIZATION] Юридический адрес: [LOCATION] Электронный адрес: [CONTACT] ИНН/КПП [ID] р/с [FINANCIAL_DATA] в [ORGANIZATION] к/с [FINANCIAL_DATA] БИК [ID] ОКПО [ID] ОКВЭД [ID] ОКТМО [ID] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] Начальнику управления супервайзинга [ORGANIZATION] [PERSON] О запросе отчетной информации Уважаемый [PERSON]! Компания ООО [ORGANIZATION] оказывает супервайзерские услуги при строительстве и реконструкции, бурении скважин на основании Договора No [DOCUMENT_NUMBER] от [DATE_TIME] на объектах строительства скважин [ORGANIZATION]. В ответ на ваше письмо. О предоставлении информации премирования персонала за ускорение при строительстве скважин в 2024 году на объектах [ORGANIZATION]. Направляем приказы ООО ЮСК на выплату производственных бонусов за 2024 год. Приложение No 1 Приказы о поощрении сотрудников. С уважением, Директор [PERSON]"
Блок директора по строительству,"[ORGANIZATION] Адрес местонахождения: [LOCATION] Тел.: [CONTACT], e-mail: [CONTACT] Адрес местонахождения Обособленного подразделения No1: [LOCATION]; Адрес местонахождения Обособленного подразделения No2: [LOCATION]; Адрес местонахождения Обособленного подразделения No3: [LOCATION]. Тел.: [CONTACT], факс: [CONTACT], ОГРН [ID], ИНН [ID], Начальному отдела по строительству площадных объектов Управления капитального строительства [ORGANIZATION] К [DOCUMENT_NUMBER] от [DATE_TIME] г. О согласовании стоимости Материала Уважаемый [PERSON]! Направляем Вам на согласование стоимости, материалы для строительства объекта: Этап No3. Куст скважин No 7. Трубопровод нефтегазосборный к. 7 - т. вр. к.7 (договор подряда: [DOCUMENT_NUMBER] от [DATE_TIME] г.). Приложение: 1. Ведомость МТР No1 - 1 стр., 2. Счет на оплату No [FINANCIAL_DATA] от [DATE_TIME] г. - 1 стр. Генеральный директор [ORGANIZATION] [PERSON] Исполнитель: инженер СДО [PERSON] тел: [CONTACT] Ведомость МТР к письму No[DOCUMENT_NUMBER] от [DATE_TIME] г. No1 от [DATE_TIME] г. оргтехники в Сборных Сметных Базовых Цех (СБСЦ) [ORGANIZATION] по объекту: Зан No3. Куст смазки No7. Трубопровод нефтегазобалльный к.7 -т.вп.к.7 Данные по стенкам труб No Наименование МТР по спецификации (полное наименование материала и т.п.) [ID], промысловое обозначение [ID] Ед.изм. Кол-во Масса, кг Наименование материала Ед.изм. Кол-во Материалы для обвязки (руб. без НДС) Планируемая дата начала работ на объекте (дата поставки на склад) Плановая дата окончания работ на объекте (дата сдачи объекта) Максимальная мощность (кВт/трансформатор) Станция энергоснабжения Максимальная мощность (кВт/трансформатор) Номер договора подряда1 [NUMBER] [NUMBER] [NUMBER] [NUMBER] [NUMBER] [NUMBER] [LOCATION] [ID]"
Блок директора по мощностям,"Публичное акционерное общество [ORGANIZATION] [LOCATION] Тел.: [CONTACT], E-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID] От [DATE_TIME] No [DOCUMENT_NUMBER] на No от Начальнику управления внутрискважинных работ [ORGANIZATION] [PERSON] О согласовании субподрядных организаций Уважаемый [PERSON]! Между [ORGANIZATION] и [ORGANIZATION] заключен договор от [DATE_TIME] No [DOCUMENT_NUMBER] (далее - Договор) на проведение текущего, капитального ремонта и освоения скважин. Во исполнение пункта 9.3 Договора просим согласовать следующие субподрядные организации по неосновным видам услуг: 1. ООО [ORGANIZATION] (ИНН [ID]) - оказание транспортных услуг по мобилизации БАРС-80 и бригадного хозяйства в г. [LOCATION]. 2. ООО [ORGANIZATION] (ИНН [ID]) - оказание транспортных услуг с использованием пассажирского, грузопассажирского транспорта и специальной техники, перевозки грузов. 3. 4. 5. 6. ИП [PERSON] (ИНН [ID]) - оказание услуг по подвозу питьевой воды. 7. ИП [PERSON] (ИНН [ID]) - оказание услуг по доставке горячего питания. Управляющий директор Исполнитель: [PERSON] Телефон: [CONTACT] E-mail: [CONTACT] [PERSON]"
Блок директора по мощностям,"[ORGANIZATION] ИНН [ID] КПП [ID] ОГРН [DOCUMENT_NUMBER] [LOCATION] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] г. Руководителю направления Внутрискважинных работ [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В ответ на Ваше письмо О несогласовании смены члена команды УИД от [DATE_TIME] г. сообщаю, что исполнение договора No [DOCUMENT_NUMBER] от [DATE_TIME] будет продолжено с прежним согласованным составом команды УИД. Функции контрактного инженера продолжит исполнять [PERSON]. С уважением, Директор [PERSON] Исп. [PERSON] тел. [CONTACT]."
Блок директора по строительству,"[ORGANIZATION] [LOCATION] www.[WEBSITE] Телефон: [CONTACT] E-mail: [CONTACT] ИНН [ID] КПП [ID] ОГРН [DOCUMENT_NUMBER] от [DATE_TIME] No [DOCUMENT_NUMBER] [PERSON] по направлению информации по лесорасчистке Уважаемый [PERSON]! В ответ на письмо [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] по объекту [OBJECT] сообщаем Вам, что заключение Наряд Заказа No [NUMBER] договору от [DATE_TIME] No [DOCUMENT_NUMBER] на сего дняшний день не предоставлено возможным по причине отсутствия необходимого подрядчика на выполнение работ по лесорасчистке в связи со сложными сроками начала и окончания работ на Объекте, а также невозможности оперативной мобилизации технических ресурсов в зимний период [DATE_TIME] года. На основании вышеизложенного информируем Вас, что повторное заключение Наряд Заказа на выполнение работ по лесорасчистке возможно только в зимний период [DATE_TIME] года. Приложение: Копия письма от [DATE_TIME] No [DOCUMENT_NUMBER] в электронном формате, файл Приложение, [FINANCIAL_DATA] Кб. Заместитель директора филиала - Главный инженер [PERSON] [CONTACT]"
Блок деректора по газу,"[ORGANIZATION] [LOCATION] [CONTACT] [DOCUMENT_NUMBER] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] недостоверном учете углеводородов [PERSON] Уважаемый [PERSON]! Специалистами [ORGANIZATION] проведен анализ достоверности определения расходов газа [ORGANIZATION], подаваемого на [OBJECT] и [OBJECT] (приложение), где выявлен некорректный учет продукции скважин кустов [NUMBER], [NUMBER], [NUMBER], [NUMBER]. С целью корректировки учета продукции скважин, поступающей на [OBJECT] и [OBJECT], прошу Вас актуализировать принятую методику учета газа с учетом предложенных в приложении рекомендаций Приложение: Справка об анализе достоверности определения расходов газа [ORGANIZATION] при приеме на [OBJECT] и [OBJECT] [ORGANIZATION] на 4 л. в 1 экз. [PERSON] [PERSON] [CONTACT]"
Блок директора по мощностям,"[ORGANIZATION] [ID] [LOCATION] [CONTACT] [DOCUMENT_NUMBER] [DATE_TIME] Начальнику управления супервайзинга бурения и ВСП [PERSON] Касательно предоставления информации Уважаемый [PERSON]! На Ваш исх. No [DOCUMENT_NUMBER] от [DATE_TIME], касательно предоставления отчетной документации по супервайзерскому сопровождению специалистами по механическому и электромеханическому оборудованию, направляем Вам запрашиваемые документы. С вышеуказанной информацией, ввиду ее большого объема, можно ознакомиться по ссылке: [URL] Генеральный директор [PERSON] [PERSON] [CONTACT]"
Блок технического директора,"[ORGANIZATION] НЕФТЬ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ [ORGANIZATION]-АВТОМАТИЗАЦИЯ (ООО [ORGANIZATION]-АВТОМАТИЗАЦИЯ) Адресная корреспонденция: [LOCATION] Тел.: [CONTACT] факс: [CONTACT] E-mail: [CONTACT] https://www.[ORGANIZATION]-automation.ru Технический директор ООО [ORGANIZATION]-Заполярье [PERSON] Технико-коммерческое предложение Уважаемый [PERSON]! На павлением технико-коммерческое предложение на выполнение по переходу АРМ операторов коммерческих узлов измерений газа и нефти [OBJECT] и [OBJECT] на операционную систему [SYSTEM]: * разработка прикладного программного обеспечения АРМ оператора; * разработка документации ТРН; * проведение процедуры сертификации разработанного ПО; * внедрение, наладка и ввод в эксплуатацию АРМ оператора. Состав и стоимость работ: No этапа Наименование работ [FINANCIAL_DATA] 2025 2026 Всего [CONTACT] Педипроектное обследование [FINANCIAL_DATA] [FINANCIAL_DATA] 1.2 Портобительные работы [FINANCIAL_DATA] [FINANCIAL_DATA] 1.3 Разработка ППО АРМ [FINANCIAL_DATA] [FINANCIAL_DATA] 1.4 Проведение ных оценочных работ [FINANCIAL_DATA] [FINANCIAL_DATA] 1.5 Разработка документации ТРН [FINANCIAL_DATA] [FINANCИAL_DATA] 1.6 Постановка системы БОП [FINANCIAL_DATA] [FINANCIAL_DATA] 1.7 Ввод в эксплуатацию [FINANCIAL_DATA] [FINANCIAL_DATA] 2.1 Педипроектное обследование [FINANCIAL_DATA] [FINANCIAL_DATA] 2.2 Портобительные работы [FINANCIAL_DATA] [FINANCIAL_DATA] 2.3 Разработка ППО АРМ [FINANCIAL_DATA] [FINANCIAL_DATA] 2.4 Проведение ных оценочных работ [FINANCIAL_DATA] [FINANCIAL_DATA] 2.5 Разработка документации ТРН [FINANCIAL_DATA] [FINANCIAL_DATA] 2.6 НoctaHOBKaCMCTeMblBON3 [FINANCIAL_DATA] [FINANCIAL_DATA] 2.7 BBOAB3KCNNyatauHIO [FINANCIAL_DATA] [FINANCIAL_DATA] 3. НecuoBoeHTKM(CMKH) 3.1 НpeanpoekTHoeo6cneAobaHMe [FINANCIAL_DATA] [FINANCIAL_DATA] 3.2 NoATOToBMTeJbHblepa6otbl [FINANCIAL_DATA] [FINANCIAL_DATA] 3.3 Pa3pa6otkaNNOAPM [FINANCIAL_DATA] [FINANCIAL_DATA] 3.4 npoBeAeHmenycKOHanaAo4HbIXpa6ot [FINANCIAL_DATA] [FINANCIAL_DATA] 3.5 Pa3pa6otkaAoKyMeHTaLMTPN [FINANCIAL_DATA] [FINANCIAL_DATA] 3.6 НoctaHOBKaCMCTeMblBON3 [FINANCIAL_DATA] [FINANCIAL_DATA] 3.7 BBOAB3KCNNyatauHIO [FINANCIAL_DATA] [FINANCIAL_DATA] 4. НecuoBoeHTKM(CMKT) 4.1 НpeanpoekTHoeo6cneAobaHMe [FINANCIAL_DATA] [FINANCIAL_DATA] 4.2 NoATOToBMTeJbHblepa6otbl [FINANCIAL_DATA] [FINANCIAL_DATA] 4.3 Pa3pa6otkaNNOAPM [FINANCIAL_DATA] [FINANCIAL_DATA] 4.4 npoBeAeHmenycKOHanaAo4HbIXpa6ot [FINANCIAL_DATA] [FINANCIAL_DATA] 4.5 Pa3pa6otkaAoKyMeHTaLMTPN [FINANCIAL_DATA] [FINANCIAL_DATA] 4.6 НoctaHOBKaCMCTeMblBON3 [FINANCIAL_DATA] [FINANCIAL_DATA] 4.7 BBOAB3KCNNyatauHIO [FINANCIAL_DATA] [FINANCIAL_DATA] 5 НocTaBKaNNO [FINANCIAL_DATA] 6 CepTMdMKaLMaNO 6.1 CepTMdMKaLMaNOBCACNOCM [FINANCIAL_DATA] 6.2 npoBeAeHMeceptMDMKaLMUnporpAMMHoroobecne4eHMBHMIMC [FINANCIAL_DATA] 7 KomAHMPOBO4HbIeMTpaHCNopTHblepacxOAbI [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] MTO TO 3aHerapaHTMPOBaHHbIMo6bempa6ot, py6.6e3HAC [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] HerapaHTMPOBaHHbIMo6bempa6ot [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] 8. MetponorM4eckoeobecne4eHMe 8.1 MetponorM4eckoeobecne4eHMeHM [FINANCIAL_DATA] 8.2 npoBeAeHMe nepBM4HOIMOBepKM [FINANCIAL_DATA] 8.3 MetponorM4eckoeobecne4eHMe [FINANCIAL_DATA] MTO TO 3aHerapaHTMPOBaHHbIMo6bempa6ot, py6.6e3HAC [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] MTO TO, py6.6e3HAC [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] HAC 20, py6.: [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] MTO TO, cHAC 20, py6.: [FINANCIAL_DATA] [FINANCIAL_DATA] [FINANCIAL_DATA] Oco6bIeycnoBMA: 1. B pacyetbIHeBKJIIO4eHaCTOMMOCTbIOPa3pa6OTKeCOMBMIONB. 2. 3akynKaJMUeH3MM [SYSTEM]cornacHoNONMTMKMNAOTa3npomHeoptbHaxoATMCAB3OHeOTBeTCTBeHHOCTM3aka34MKa. 3. O6opyAOBaHMe (APM) npedoctabnAeTCa3aka34MKOM(xapaktepMCTMKMcornachoT3, He MeHee). 4. NobepkanpoBOMTCATOnbKO NOCNeBbIXOdaNpmka3aPoccTaHnaptao6ytBePKAeHMM TMNaCpedCTBaM3MepeHMA. 5. CpoKMnpoBeAeHMAytBePKAeHMA TMNaCpedCTBM3MepeHMMOryT6bITbYBeJMM4eHbIB CB3MMCPa6OTOM PoccTaHnaptanonpoBepKEmatepuanobbueJMXytBePKAeHMA TMNaMBbIXOdaNpmka3ao6ytBePKAeHMM TMNaCpedCTBaM3MepeHMA. 6. Npmemkamonnaytycnyr COMCNOMHMTeJen ocymecTBnAeTCAnodaktM4eCKMM 3atpatam HaOCHOBAHMN NONTBePKAIOWMX AO KyMeHTOB M HauenKMB pa3Mepe 6 cornacho ytBePKAeHHOMNAOTa3npomHeoptbMetonuke ueHoo6pa30BaHMA M- 000 TA3NPOMHEOPTb- ABTOMATM3ALMA [DOCUMENT_NUMBER]. Командировочные и транспортные расходы лимитированные затраты, оплата производится по факту на основании подтверждающих документов, с учетом наценки в размере 6, согласно утвержденной [ORGANIZATION] Методике ценообразования [DOCUMENT_NUMBER]. В соответствии с правилами и НМД компании, возможна ежегодная индексация и корректировка ставок, с последующим пересмотром стоимости услуг 7. Срок действия данного коммерческого предложения - [DATE_TIME] календарных дней. Условия оплаты: - Оплата производится Заказчиком авансовыми платежами согласно графика финансирования, путем перечисления денежных средств на расчетный счет Исполнителя, указанный в Договоре в течение 10 рабочих дней на основании выставленного Исполнителем счета. В рамках выполнения работ Заказчик по запросу Исполнителя предоставляет всю необходимую информацию для реализации проекта, в т.ч. информацию о едином ответственном лице (ЕОЛ) для решения всех возникающих организационно-технических вопросов. Ваш представители могут связаться со следующими лицами для получения дополнительной информации: [PERSON] - Руководитель направления, отдел разработки систем АСУ Внутр.тел.: [CONTACT] E-mail: [CONTACT] Приложения: - Расчет стоимости работ. С уважением, Технический директор [PERSON] [PERSON] ([CONTACT]) ДОКУМЕНТ ПОДПИСАН УСИЛЕННОЙ КВАЛИФИЦИРОВАННОЙ ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] [ORGANIZATION] Действителен: с [DATE_TIME] по [DATE_TIME]"
Генеральный директор,"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] Адрес для почтовой корреспонденции: [LOCATION] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об участии в заседании [OBJECT] 6 февраля [DATE_TIME] Уважаемые руководители! В соответствии с графиком заместителя Председателя Правления - начальника Департамента [ORGANIZATION] [PERSON] 6 февраля [DATE_TIME] в [TIME] запланировано проведение заседания Стратегического (Временного оперативного) штаба по решению вопросов, связанных с реализацией проекта поставок природного газа из [COUNTRY] в [COUNTRY] по далневосточному маршруту (далее - Штаб) в формате видеоконференции. Просим обеспечить участие в заседании членов Штаба в соответствии с приложением к приказу [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] и направить в Департамент [NUMBER] ([PERSON]) списки участников и данные для подключения в соответствии с формой Приложения No [NUMBER] не позднее [TIME] [DATE_TIME], а также презентационные материалы в соответствии с проектом повестки Приложения No [NUMBER] на адрес электронной почты: [CONTACT] и [CONTACT]. Приложение: 1. Проект повестки заседания Штаба на [NUMBER] л.; 2. Форма списка участников на [NUMBER] л.; 3. Список рассылки на [NUMBER] л. [PERSON] [PERSON] [CONTACT]"
"Проект ""Южный""","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[DOMAIN] [ID] [DATE_TIME] [PERSON] [PERSON] Наименование компании [ORGANIZATION] О направлении информации Уважаемый [PERSON]! В рамках выполнения работ по оформлению прав на земельные участки на период инженерных изысканий для разработки проектной документации Рабочий проект на ликвидацию нефтековбой скважины No [NUMBER] [OBJECT] направляем Вам ответ [ORGANIZATION] о согласии в оформлении прав на земельный участок [DOCUMENT_NUMBER]. Приложение: 1. Конная письма от [DATE_TIME] No[NUMBER] на [NUMBER] л.; 2. Конная письма от [DATE_TIME] No[NUMBER] на [NUMBER] л. Главный инженер - заместитель генерального директора [PERSON] [PERSON] [CONTACT] д. [NUMBER]"
